ID_Fakta_Publikasi,ID_Dosen,ID_Jurnal,ID_Waktu,Jumlah_Sitasi,Jumlah_Publikasi
806,66,6,20230426,29,3
807,206,9,20220527,95,4
808,58,4,20240525,34,4
809,238,5,20210720,82,5
810,57,2,20230111,22,2
811,213,12,20240610,29,3
812,160,7,20211010,36,2
813,26,3,20241103,94,5
814,239,13,20231121,29,3
815,237,1,20220122,99,2
816,143,11,20210718,88,2
817,79,12,20230306,1,5
818,69,13,20220312,29,2
819,61,2,20241125,16,2
820,100,9,20241118,70,2
821,8,13,20231213,70,5
822,198,6,20211103,99,3
823,17,1,20230514,13,2
824,3,12,20221127,9,2
825,19,7,20230409,58,4
826,121,5,20240404,77,1
827,22,1,20231112,44,2
828,9,10,20230424,84,1
829,76,6,20220408,52,4
830,225,3,20220516,57,5
831,195,8,20220928,11,3
832,127,5,20210820,61,2
833,148,8,20240301,41,1
834,246,7,20230202,82,3
835,215,8,20241106,31,3
836,196,7,20231004,89,3
837,23,4,20210920,51,2
838,138,11,20230614,17,3
839,36,2,20231014,48,1
840,180,6,20230423,65,2
841,102,14,20240218,66,1
842,88,14,20230903,44,4
843,146,13,20220827,45,1
844,107,10,20240413,41,2
845,74,6,20240225,79,4
846,89,4,20221010,26,1
847,124,12,20220401,0,5
848,82,6,20220304,94,4
849,200,8,20220615,28,3
850,218,9,20210804,9,5
851,64,7,20210414,32,4
852,36,11,20210922,57,3
853,184,7,20210816,96,5
854,159,9,20231016,56,4
855,191,12,20210601,23,2
856,95,7,20230105,98,1
857,5,6,20210503,34,3
858,93,11,20230506,56,2
859,13,10,20210904,46,3
860,184,2,20240504,68,5
861,78,3,20220403,69,2
862,107,11,20220408,85,1
863,249,12,20220822,12,4
864,109,6,20210114,91,3
865,120,8,20231008,18,1
866,110,3,20221208,41,2
867,98,13,20210924,81,2
868,189,6,20230413,61,5
869,71,9,20210902,87,3
870,187,10,20230105,51,1
871,56,8,20210514,57,2
872,92,10,20230604,18,2
873,235,6,20240912,17,1
874,65,7,20240609,30,4
875,196,7,20240914,64,3
876,115,1,20231116,13,1
877,13,6,20231109,80,1
878,130,8,20210928,41,3
879,116,14,20240721,99,4
880,65,4,20241107,10,1
881,4,14,20230214,57,3
882,136,8,20241027,11,4
883,231,8,20220618,93,3
884,211,9,20220526,12,3
885,112,6,20240719,40,3
886,194,3,20220505,31,2
887,134,9,20230213,31,3
888,38,9,20210416,10,4
889,130,7,20221227,81,5
890,83,12,20230913,10,4
891,178,14,20210524,81,3
892,103,14,20230621,28,5
893,12,9,20230210,71,1
894,155,10,20221128,22,4
895,173,11,20230204,5,4
896,221,5,20210626,66,5
897,127,3,20220513,77,3
898,50,11,20220114,41,3
899,53,13,20210423,10,1
900,7,1,20221016,4,5
901,139,3,20241013,25,5
902,88,7,20240127,27,4
903,53,3,20221125,6,5
904,176,14,20220713,36,2
905,172,13,20210310,50,4
906,33,8,20230407,82,5
907,94,11,20240315,19,5
908,78,14,20211112,25,3
909,37,14,20230625,91,2
910,111,4,20220714,70,4
911,6,5,20230403,59,5
912,27,12,20210208,90,2
913,23,11,20230305,19,5
914,2,1,20240407,56,4
915,149,10,20230306,84,4
916,101,2,20230510,27,1
917,100,10,20240205,93,2
918,46,13,20231225,94,1
919,230,12,20210906,8,3
920,29,10,20211019,25,5
921,128,2,20240324,18,3
922,161,13,20231123,0,3
923,79,6,20230820,70,5
924,175,14,20210427,40,3
925,116,3,20210104,42,5
926,248,4,20210107,40,1
927,206,11,20230801,15,4
928,130,2,20230902,26,3
929,114,1,20240126,66,4
930,185,13,20230422,59,2
931,238,1,20220314,14,2
932,204,5,20230403,87,1
933,43,11,20241220,60,5
934,227,12,20210828,83,3
935,2,14,20220326,28,4
936,230,14,20220122,36,2
937,73,11,20241103,18,5
938,18,2,20240421,7,4
939,180,8,20210908,80,2
940,176,14,20210428,62,3
941,89,9,20220219,40,1
942,105,7,20210413,59,4
943,153,1,20240617,48,1
944,195,4,20221111,72,2
945,82,13,20220413,81,2
946,177,10,20241103,10,1
947,245,6,20240924,40,5
948,35,10,20220119,64,2
949,208,7,20210718,53,2
950,208,11,20220512,1,5
951,229,13,20210120,5,3
952,32,9,20210708,76,5
953,208,11,20221220,82,5
954,187,6,20240426,68,3
955,32,4,20231012,90,2
956,93,12,20230724,32,4
957,43,3,20211009,11,5
958,100,6,20220107,55,2
959,225,1,20240828,51,4
960,185,6,20221107,3,1
961,184,11,20240413,14,4
962,39,12,20220621,91,1
963,221,10,20210819,6,1
964,38,2,20210509,19,3
965,21,12,20240902,23,4
966,46,1,20241204,65,1
967,170,7,20230501,9,2
968,104,11,20240814,17,3
969,90,14,20230513,30,1
970,171,8,20230607,71,2
971,36,3,20221122,80,4
972,56,5,20231001,75,4
973,20,4,20230201,48,1
974,11,9,20240401,30,4
975,12,12,20210322,96,4
976,15,9,20210405,45,3
977,52,5,20210301,89,3
978,82,3,20230925,70,3
979,27,1,20211002,70,2
980,84,13,20230627,72,5
981,150,7,20220206,83,3
982,206,10,20221015,40,5
983,226,6,20220625,68,2
984,160,6,20230924,5,2
985,156,2,20211122,81,3
986,238,3,20220224,97,5
987,142,4,20240204,36,1
988,162,10,20231221,89,4
989,95,12,20240112,80,2
990,190,4,20241007,11,3
991,166,14,20210305,59,5
